numcode,country,Population1971,Population1972,Population1973,Population1974,Population1975,Population1976,Population1977,Population1978,Population1979,Population1980,Population1981,Population1982,Population1983,Population1984,Population1985,Population1986,Population1987,Population1988,Population1989,Population1990,Population1991,Population1992,Population1993,Population1994,Population1995,Population1996,Population1997,Population1998,Population1999,Population2000,Population2001,Population2002,Population2003,Population2004,Population2005,Population2006,Population2007,Population2008,Population2009,Population2010,Population2011,Population2012,Population2013,Population2014,Population2015,Population2016,Population2017,Population2018,Population2019,Population2020,Population2021,Population2022,Population2023,Population2024,Population2025,Population2026,Population2027,Population2028,Population2029,Population2030,Population2031,Population2032,Population2033,Population2034,Population2035,Population2036,Population2037,Population2038,Population2039,Population2040
31,Azerbaijan,6.068108709,6.130815319,6.189042886,6.246026274,6.301267811,6.358002363,6.413990408,6.469480781,6.52521999,6.582203378,6.63893793,6.694677139,6.75091402,6.813869465,6.877571419,6.939282686,7.001242789,7.062207548,7.118195593,7.16,7.27,7.38,7.5,7.6,7.69,7.76,7.84,7.91,7.98,8.05,8.11,8.17,8.23,8.31,8.39,8.49,8.58,8.76,8.95,9.05,9.17,9.3,10.19535491,11.09070981,11.98606472,12.88141963,13.77677454,14.67212944,15.56748435,16.46283926,17.35819417,18.25354907,19.14890398,20.04425889,20.9396138,21.8349687,22.73032361,23.62567852,24.52103343,25.41638833,26.31174324,27.20709815,28.10245306,28.99780796,29.89316287,30.78851778,31.68387269,32.57922759,33.4745825,34.36993741
112,Belarus,8.636037395,8.725280462,8.808149023,8.88924689,8.967865782,9.048609509,9.128290818,9.207263849,9.28659102,9.367688886,9.448432613,9.527759783,9.607795232,9.697392438,9.788052061,9.875878571,9.96405922,10.05082331,10.13050462,10.19,10.19,10.22,10.24,10.23,10.19,10.16,10.12,10.07,10.04,10.01,9.93,9.87,9.8,9.73,9.66,9.6,9.56,9.53,9.51,9.49,9.47,9.46,10.37075886,11.28151773,12.19227659,13.10303545,14.01379431,14.92455318,15.83531204,16.7460709,17.65682977,18.56758863,19.47834749,20.38910635,21.29986522,22.21062408,23.12138294,24.03214181,24.94290067,25.85365953,26.76441839,27.67517726,28.58593612,29.49669498,30.40745384,31.31821271,32.22897157,33.13973043,34.0504893,34.96124816
268,Georgia,4.068005839,4.11004379,4.14907903,4.187280183,4.224313616,4.262347953,4.299881838,4.337082088,4.374449155,4.412650309,4.450684646,4.488051713,4.525752415,4.567957184,4.610662404,4.652033085,4.693570585,4.734440815,4.771974699,4.8,4.84,4.87,4.91,4.86,4.73,4.62,4.53,4.49,4.45,4.42,4.39,4.36,4.33,4.32,4.36,4.4,4.39,4.38,4.41,4.45,4.48,4.49,4.922273498,5.354546997,5.786820495,6.219093993,6.651367492,7.08364099,7.515914488,7.948187987,8.380461485,8.812734983,9.245008481,9.67728198,10.10955548,10.54182898,10.97410247,11.40637597,11.83864947,12.27092297,12.70319647,13.13546997,13.56774346,14.00001696,14.43229046,14.86456396,15.29683746,15.72911096,16.16138445,16.59365795
398,Kazakhstan,13.85664489,13.99983666,14.13280044,14.26292313,14.38906826,14.51862271,14.64647251,14.77318586,14.90046744,15.03059012,15.16014457,15.28742615,15.41584416,15.55960416,15.70506881,15.8459877,15.9874748,16.12668902,16.25453882,16.35,16.45,16.44,16.33,16.1,15.82,15.58,15.33,15.07,14.93,14.88,14.86,14.86,14.91,15.01,15.15,15.31,15.48,15.67,16.09,16.32,16.56,16.79,18.40645257,20.02290514,21.63935771,23.25581028,24.87226285,26.48871542,28.10516799,29.72162056,31.33807312,32.95452569,34.57097826,36.18743083,37.8038834,39.42033597,41.03678854,42.65324111,44.26969368,45.88614625,47.50259882,49.11905139,50.73550396,52.35195653,53.9684091,55.58486167,57.20131424,58.81776681,60.43421937,62.05067194
417,Kyrgyzstan,3.72053034,3.758977549,3.794678529,3.829616668,3.863486828,3.898272399,3.932600264,3.966622993,4.00079829,4.035736429,4.070521999,4.104697296,4.13917773,4.177777507,4.21683499,4.254671926,4.29266143,4.330040662,4.364368527,4.39,4.46,4.52,4.52,4.52,4.56,4.63,4.7,4.77,4.84,4.9,4.95,4.99,5.04,5.11,5.16,5.22,5.27,5.32,5.38,5.45,5.52,5.61,6.150101186,6.690202372,7.230303558,7.770404744,8.31050593,8.850607117,9.390708303,9.930809489,10.47091067,11.01101186,11.55111305,12.09121423,12.63131542,13.17141661,13.71151779,14.25161898,14.79172016,15.33182135,15.87192254,16.41202372,16.95212491,17.49222609,18.03232728,18.57242847,19.11252965,19.65263084,20.19273202,20.73283321
428,Latvia,2.254353236,2.277649267,2.299281296,2.320451102,2.340973796,2.362051157,2.382851185,2.403466324,2.424173907,2.445343713,2.466421075,2.487128658,2.50802113,2.531409606,2.555075415,2.578001668,2.601020366,2.623669285,2.644469313,2.66,2.65,2.61,2.56,2.52,2.49,2.46,2.43,2.41,2.39,2.37,2.34,2.31,2.29,2.26,2.24,2.22,2.2,2.18,2.14,2.1,2.06,2.03,2.225437684,2.420875368,2.616313052,2.811750736,3.00718842,3.202626105,3.398063789,3.593501473,3.788939157,3.984376841,4.179814525,4.375252209,4.570689893,4.766127577,4.961565261,5.157002946,5.35244063,5.547878314,5.743315998,5.938753682,6.134191366,6.32962905,6.525066734,6.720504418,6.915942102,7.111379786,7.306817471,7.502255155
440,Lithuania,3.135754501,3.168158754,3.198248419,3.227695141,3.256241746,3.28555988,3.31449225,3.343167443,3.371971224,3.401417947,3.430736081,3.459539862,3.48860082,3.521133662,3.554052269,3.58594217,3.617960659,3.649464795,3.678397164,3.7,3.7,3.7,3.68,3.66,3.63,3.6,3.58,3.55,3.52,3.5,3.47,3.44,3.42,3.38,3.32,3.27,3.23,3.2,3.16,3.1,3.03,2.99,3.277861416,3.565722833,3.853584249,4.141445666,4.429307082,4.717168499,5.005029915,5.292891332,5.580752748,5.868614165,6.156475581,6.444336998,6.732198414,7.020059831,7.307921247,7.595782664,7.88364408,8.171505497,8.459366913,8.747228329,9.035089746,9.322951162,9.610812579,9.898673995,10.18653541,10.47439683,10.76225824,11.05011966
498,Republic of Moldova,3.135754501,3.168158754,3.198248419,3.227695141,3.256241746,3.28555988,3.31449225,3.343167443,3.371971224,3.401417947,3.430736081,3.459539862,3.48860082,3.521133662,3.554052269,3.58594217,3.617960659,3.649464795,3.678397164,3.7,3.71,3.71,3.71,3.69,3.68,3.67,3.65,3.65,3.65,3.64,3.63,3.62,3.61,3.6,3.6,3.59,3.58,3.57,3.57,3.56,3.56,3.56,3.902738008,4.245476015,4.588214023,4.93095203,5.273690038,5.616428045,5.959166053,6.301904061,6.644642068,6.987380076,7.330118083,7.672856091,8.015594098,8.358332106,8.701070114,9.043808121,9.386546129,9.729284136,10.07202214,10.41476015,10.75749816,11.10023617,11.44297417,11.78571218,12.12845019,12.4711882,12.8139262,13.15666421
643,Russian Federation,125.6759554,126.9746653,128.1806103,129.3607872,130.5048888,131.6799121,132.8394745,133.9887298,135.1431386,136.3233155,137.4983388,138.6527476,139.8174637,141.1213272,142.4406516,143.7187471,145.0019962,146.2646309,147.4241934,148.29,148.62,148.69,148.52,148.34,148.14,147.74,147.3,146.9,146.31,146.3,145.95,145.3,144.6,143.85,143.15,142.5,142.1,141.95,141.91,142.39,142.96,143.53,142.9396429,142.3492857,141.7589286,141.1685714,140.5782143,139.9878571,139.3975,138.8071429,138.2167857,137.6264286,137.0360714,136.4457143,135.8553571,135.265,134.6746429,134.0842857,133.4939286,132.9035714,132.3132143,131.7228571,131.1325,130.5421429,129.9517857,129.3614286,128.7710714,128.1807143,127.5903571,127
762,Tajikistan,4.491756447,4.538173351,4.581274762,4.623455203,4.664346285,4.706342531,4.747786196,4.788861472,4.830120943,4.872301383,4.91429763,4.9555571,4.997184959,5.043786057,5.090939737,5.136619865,5.182484187,5.227611733,5.269055397,5.3,5.42,5.52,5.62,5.7,5.78,5.86,5.94,6.01,6.1,6.19,6.29,6.4,6.53,6.66,6.81,6.96,7.11,7.28,7.45,7.63,7.82,8.01,8.781160517,9.552321034,10.32348155,11.09464207,11.86580259,12.6369631,13.40812362,14.17928414,14.95044465,15.72160517,16.49276569,17.2639262,18.03508672,18.80624724,19.57740776,20.34856827,21.11972879,21.89088931,22.66204982,23.43321034,24.20437086,24.97553137,25.74669189,26.51785241,27.28901293,28.06017344,28.83133396,29.60249448
795,Turkmenistan,3.110329464,3.142470981,3.172316675,3.20152464,3.229839786,3.258920206,3.287617988,3.31606068,3.344630917,3.373838882,3.402919302,3.431489539,3.460314868,3.49258393,3.525235629,3.556866963,3.588625843,3.61987454,3.648572322,3.67,3.77,3.88,3.99,4.1,4.19,4.27,4.34,4.4,4.45,4.5,4.55,4.6,4.65,4.7,4.75,4.8,4.86,4.92,4.98,5.04,5.11,5.17,5.667740309,6.165480618,6.663220926,7.160961235,7.658701544,8.156441853,8.654182161,9.15192247,9.649662779,10.14740309,10.6451434,11.14288371,11.64062401,12.13836432,12.63610463,13.13384494,13.63158525,14.12932556,14.62706587,15.12480618,15.62254648,16.12028679,16.6180271,17.11576741,17.61350772,18.11124803,18.60898834,19.10672865
804,Ukraine,43.97683812,44.43128588,44.85327309,45.26624348,45.66659032,46.07775735,46.48351428,46.88566449,47.28961806,47.70258845,48.11375547,48.51770904,48.92526934,49.38152047,49.84318169,50.290416,50.73945367,51.18127789,51.58703482,51.89,52,52.15,52.18,51.92,51.51,51.06,50.59,50.14,49.67,49.18,48.68,48.2,47.81,47.45,47.11,46.79,46.51,46.26,46.05,45.87,45.71,45.59,49.97916454,54.36832908,58.75749362,63.14665816,67.5358227,71.92498724,76.31415179,80.70331633,85.09248087,89.48164541,93.87080995,98.25997449,102.649139,107.0383036,111.4274681,115.8166327,120.2057972,124.5949617,128.9841263,133.3732908,137.7624554,142.1516199,146.5407844,150.929949,155.3191135,159.7082781,164.0974426,168.4866071
860,Uzbekistan,17.38224995,17.56187461,17.72866894,17.89189928,18.05014006,18.21265761,18.37303677,18.53199034,18.6916567,18.85488705,19.0174046,19.17707097,19.33816292,19.51850038,19.70097623,19.8777497,20.05523598,20.22987106,20.39025023,20.51,20.95,21.45,21.94,22.38,22.79,23.23,23.67,24.05,24.31,24.65,24.96,25.27,25.57,25.86,26.17,26.49,26.87,27.3,27.77,28.56,29.34,29.78,32.6470612,35.5141224,38.38118359,41.24824479,44.11530599,46.98236719,49.84942839,52.71648959,55.58355078,58.45061198,61.31767318,64.18473438,67.05179558,69.91885677,72.78591797,75.65297917,78.52004037,81.38710157,84.25416277,87.12122396,89.98828516,92.85534636,95.72240756,98.58946876,101.45653,104.3235912,107.1906524,110.0577135
8,Albania,2.2,2.25,2.31,2.37,2.43,2.49,2.55,2.61,2.67,2.74,2.8,2.86,2.93,3,3.08,3.16,3.25,3.34,3.4,3.45,3.46,3.45,3.42,3.38,3.36,3.34,3.33,3.33,3.32,3.31,3.29,3.26,3.24,3.22,3.2,3.18,3.17,3.16,3.15,3.15,3.15,3.16,3.464228119,3.768456238,4.072684357,4.376912476,4.681140595,4.985368714,5.289596834,5.593824953,5.898053072,6.202281191,6.50650931,6.810737429,7.114965548,7.419193667,7.723421786,8.027649905,8.331878024,8.636106143,8.940334263,9.244562382,9.548790501,9.85301862,10.15724674,10.46147486,10.76570298,11.0699311,11.37415922,11.67838733
70,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,4.37,4.14,3.88,3.66,3.52,3.49,3.54,3.64,3.75,3.83,3.88,3.9,3.9,3.89,3.88,3.88,3.87,3.86,3.85,3.85,3.84,3.83,4.198732182,4.567464365,4.936196547,5.304928729,5.673660912,6.042393094,6.411125276,6.779857458,7.148589641,7.517321823,7.886054005,8.254786188,8.62351837,8.992250552,9.360982735,9.729714917,10.0984471,10.46717928,10.83591146,11.20464365,11.57337583,11.94210801,12.31084019,12.67957238,13.04830456,13.41703674,13.78576892,14.1545011
100,Bulgaria,8.54,8.58,8.62,8.68,8.72,8.76,8.8,8.81,8.83,8.86,8.89,8.92,8.94,8.96,8.96,8.96,8.97,8.98,8.88,8.72,8.63,8.54,8.47,8.44,8.41,8.36,8.31,8.26,8.21,8.17,8.02,7.87,7.82,7.78,7.74,7.7,7.55,7.49,7.44,7.4,7.35,7.31,8.013768212,8.717536424,9.421304637,10.12507285,10.82884106,11.53260927,12.23637749,12.9401457,13.64391391,14.34768212,15.05145033,15.75521855,16.45898676,17.16275497,17.86652318,18.57029139,19.27405961,19.97782782,20.68159603,21.38536424,22.08913246,22.79290067,23.49666888,24.20043709,24.9042053,25.60797352,26.31174173,27.01550994
191,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,4.51,4.47,4.64,4.65,4.67,4.49,4.57,4.5,4.55,4.43,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.43,4.43,4.42,4.28,4.27,4.68109306,5.092186119,5.503279179,5.914372239,6.325465298,6.736558358,7.147651418,7.558744477,7.969837537,8.380930596,8.792023656,9.203116716,9.614209775,10.02530284,10.43639589,10.84748895,11.25858201,11.66967507,12.08076813,12.49186119,12.90295425,13.31404731,13.72514037,14.13623343,14.54732649,14.95841955,15.36951261,15.78060567
196,Cyprus,0.62,0.62,0.63,0.64,0.51,0.5,0.5,0.5,0.5,0.51,0.51,0.52,0.53,0.53,0.54,0.55,0.55,0.56,0.56,0.57,0.59,0.6,0.62,0.63,0.65,0.66,0.67,0.68,0.68,0.69,0.7,0.71,0.71,0.72,0.73,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.94279626,1.025592521,1.108388781,1.191185041,1.273981301,1.356777562,1.439573822,1.522370082,1.605166342,1.687962603,1.770758863,1.853555123,1.936351383,2.019147644,2.101943904,2.184740164,2.267536424,2.350332685,2.433128945,2.515925205,2.598721465,2.681517726,2.764313986,2.847110246,2.929906506,3.012702767,3.095499027,3.178295287
807,Former Yugoslavia,20.25,20.41,20.57,20.73,20.89,21.06,21.21,21.38,21.53,21.69,21.82,21.95,22.08,22.22,22.37,22.56,22.76,22.93,23.03,23.38,23,22.8,22.77,22.61,22.53,22.33,22.43,22.28,22.24,22.13,22.19,22.22,22.21,22.19,22.18,22.17,22.15,22.13,22.13,22.1,21.95,21.92,24.03034189,26.14068378,28.25102567,30.36136756,32.47170945,34.58205134,36.69239323,38.80273511,40.913077,43.02341889,45.13376078,47.24410267,49.35444456,51.46478645,53.57512834,55.68547023,57.79581212,59.90615401,62.0164959,64.12683779,66.23717968,68.34752157,70.45786345,72.56820534,74.67854723,76.78888912,78.89923101,81.0095729
292,Gibraltar,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.032888242,0.035776483,0.038664725,0.041552967,0.044441208,0.04732945,0.050217691,0.053105933,0.055994175,0.058882416,0.061770658,0.0646589,0.067547141,0.070435383,0.073323625,0.076211866,0.079100108,0.081988349,0.084876591,0.087764833,0.090653074,0.093541316,0.096429558,0.099317799,0.102206041,0.105094283,0.107982524,0.110870766
-2,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,1.7,1.7,1.71,1.71,1.72,1.73,1.75,1.76,1.78,1.79,1.81,1.984257245,2.158514491,2.332771736,2.507028982,2.681286227,2.855543473,3.029800718,3.204057963,3.378315209,3.552572454,3.7268297,3.901086945,4.075344191,4.249601436,4.423858681,4.598115927,4.772373172,4.946630418,5.120887663,5.295144908,5.469402154,5.643659399,5.817916645,5.99217389,6.166431136,6.340688381,6.514945626,6.689202872
470,Malta,0.3,0.3,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.32,0.32,0.33,0.33,0.33,0.34,0.34,0.34,0.35,0.35,0.35,0.36,0.36,0.37,0.37,0.37,0.37,0.38,0.38,0.38,0.38,0.39,0.4,0.4,0.4,0.4,0.41,0.41,0.41,0.41,0.42,0.42,0.42,0.460435383,0.500870766,0.541306149,0.581741532,0.622176915,0.662612297,0.70304768,0.743483063,0.783918446,0.824353829,0.864789212,0.905224595,0.945659978,0.986095361,1.026530744,1.066966127,1.10740151,1.147836892,1.188272275,1.228707658,1.269143041,1.309578424,1.350013807,1.39044919,1.430884573,1.471319956,1.511755339,1.552190722
499,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.679690327,0.739380654,0.799070981,0.858761309,0.918451636,0.978141963,1.03783229,1.097522617,1.157212944,1.216903272,1.276593599,1.336283926,1.395974253,1.45566458,1.515354907,1.575045235,1.634735562,1.694425889,1.754116216,1.813806543,1.87349687,1.933187198,1.992877525,2.052567852,2.112258179,2.171948506,2.231638833,2.291329161
642,Romania,20.46,20.66,20.84,21.03,21.29,21.55,21.76,21.95,22.09,22.24,22.42,22.52,22.59,22.66,22.76,22.86,22.95,23.06,23.16,23.2,23,22.79,22.76,22.73,22.68,22.62,22.55,22.51,22.47,22.44,22.13,21.73,21.57,21.45,21.32,21.19,20.88,20.54,20.37,20.25,20.15,20.08,22.0131964,23.9463928,25.87958921,27.81278561,29.74598201,31.67917841,33.61237482,35.54557122,37.47876762,39.41196402,41.34516042,43.27835683,45.21155323,47.14474963,49.07794603,51.01114244,52.94433884,54.87753524,56.81073164,58.74392805,60.67712445,62.61032085,64.54351725,66.47671365,68.40991006,70.34310646,72.27630286,74.20949926
688,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06,10.11,10.2,10.28,10.35,10.38,10.38,10.35,10.15,9.91,8.13,8.12,8.11,8.09,8.08,7.44,7.41,7.38,7.35,7.32,7.29,7.26,7.22,7.915103487,8.610206975,9.305310462,10.00041395,10.69551744,11.39062092,12.08572441,12.7808279,13.47593139,14.17103487,14.86613836,15.56124185,16.25634533,16.95144882,17.64655231,18.3416558,19.03675928,19.73186277,20.42696626,21.12206975,21.81717323,22.51227672,23.20738021,23.90248369,24.59758718,25.29269067,25.98779416,26.68289764
124,Canada,21.96,22.22,22.49,22.81,23.14,23.45,23.73,23.96,24.2,24.52,24.82,25.12,25.37,25.61,25.84,26.1,26.45,26.79,27.28,27.69,28.04,28.37,28.69,29,29.3,29.61,29.91,30.16,30.4,30.69,31.02,31.35,31.64,31.94,32.25,32.58,32.93,33.32,33.73,34.13,34.48,34.88,35.18655474,35.49310948,35.79966422,36.10621896,36.4127737,36.71932845,37.02588319,37.33243793,37.63899267,37.94554741,38.25210215,38.55865689,38.86521163,39.17176637,39.47832111,39.78487586,40.0914306,40.39798534,40.70454008,41.01109482,41.31764956,41.6242043,41.93075904,42.23731378,42.54386852,42.85042326,43.15697801,43.46353275
152,Chile,9.74,9.91,10.07,10.24,10.41,10.56,10.72,10.87,11.02,11.17,11.36,11.54,11.73,11.92,12.1,12.32,12.53,12.75,12.96,13.18,13.42,13.67,13.91,14.15,14.4,14.6,14.8,15,15.2,15.4,15.57,15.75,15.92,16.09,16.27,16.43,16.6,16.76,16.93,17.09,17.25,17.4,17.55292582,17.70585163,17.85877745,18.01170327,18.16462908,18.3175549,18.47048072,18.62340653,18.77633235,18.92925817,19.08218399,19.2351098,19.38803562,19.54096144,19.69388725,19.84681307,19.99973889,20.1526647,20.30559052,20.45851634,20.61144215,20.76436797,20.91729379,21.0702196,21.22314542,21.37607124,21.52899706,21.68192287
484,Mexico,53.45,55.24,57.09,58.94,60.8,62.64,64.5,66.35,68.24,70.4,72.07,73.74,75.43,77.1,78.77,80.41,82.06,83.72,85.39,87.07,88.63,90.13,91.6,93.06,94.49,95.88,97.21,98.49,99.71,100.9,102.12,103.42,104.72,105.95,107.15,108.41,109.79,111.3,112.85,114.26,115.68,117.05,118.0787337,119.1074675,120.1362012,121.1649349,122.1936686,123.2224024,124.2511361,125.2798698,126.3086036,127.3373373,128.366071,129.3948047,130.4235385,131.4522722,132.4810059,133.5097396,134.5384734,135.5672071,136.5959408,137.6246746,138.6534083,139.682142,140.7108757,141.7396095,142.7683432,143.7970769,144.8258107,145.8545444
840,United States,207.69,209.92,211.94,213.9,215.98,218.09,220.29,222.63,225.11,227.73,230.01,232.22,234.33,236.39,238.51,240.68,242.84,245.06,247.39,250.18,253.53,256.92,260.28,263.46,266.59,269.71,272.96,276.15,279.33,282.4,285.23,287.96,290.63,293.26,295.99,298.82,301.7,304.54,307.24,309.78,312.04,314.28,316.7342857,319.1885714,321.6428571,324.0971429,326.5514286,329.0057143,331.46,333.9142857,336.3685714,338.8228571,341.2771429,343.7314286,346.1857143,348.64,351.0942857,353.5485714,356.0028571,358.4571429,360.9114286,363.3657143,365.82,368.2742857,370.7285714,373.1828571,375.6371429,378.0914286,380.5457143,383
36,Australia,13.2,13.41,13.61,13.83,13.97,14.11,14.28,14.43,14.6,14.81,15.05,15.29,15.48,15.68,15.9,16.14,16.4,16.69,16.94,17.17,17.39,17.58,17.76,17.95,18.19,18.42,18.61,18.81,19.04,19.27,19.53,19.77,20.01,20.25,20.54,20.87,21.26,21.73,22.13,22.43,22.76,23.13,23.26237164,23.39474327,23.52711491,23.65948655,23.79185818,23.92422982,24.05660146,24.18897309,24.32134473,24.45371637,24.586088,24.71845964,24.85083128,24.98320291,25.11557455,25.24794619,25.38031782,25.51268946,25.6450611,25.77743273,25.90980437,26.04217601,26.17454764,26.30691928,26.43929092,26.57166255,26.70403419,26.83640583
392,Japan,104.98,106.42,108.9,110.41,111.77,113.02,114.13,115.18,116.14,117.06,117.9,118.73,119.54,120.31,121.05,121.66,122.24,122.75,123.21,123.61,124.1,124.57,124.94,125.12,125.44,125.71,126.01,126.35,126.59,126.83,127.13,127.4,127.63,127.73,127.76,127.84,127.98,128.05,128.03,128.04,127.83,127.55,127.1017857,126.6535714,126.2053571,125.7571429,125.3089286,124.8607143,124.4125,123.9642857,123.5160714,123.0678571,122.6196429,122.1714286,121.7232143,121.275,120.8267857,120.3785714,119.9303571,119.4821429,119.0339286,118.5857143,118.1375,117.6892857,117.2410714,116.7928571,116.3446429,115.8964286,115.4482143,115
